semel,school_name_budget,budget_year,district,authority_name,authority_code,sector,supervision,legal_status,education_stage,education_type,nurture_quintile_raw,strength_band,students_regular,students_special,classes_regular,avg_class_size,budget_total,cost_teaching,cost_tuition,cost_perimeter,cost_projects,cost_purchases,cost_transport,hours_private,nurture_quintile
270157,מקיף דתי אורט,תשעה,צפון,בית שאן,92007,יהודי,ממלכתי דתי,רשמי,"חט""ב ועליונה",רגיל,חטיבה ביניים 4 חטיבה עליונה 4,חלש - בינוני,593,25,27.0,21.962962962962962,21105463.07091362,7015232.177999999,13009764.14,674225.79,85112.51000000001,325284.4929136235,-4156.04,122.36,4.0
270223,הודיות,תשעה,צפון,הגליל התחתון,300000,יהודי,ממלכתי דתי,מוכר,עליונה בלבד,רגיל,חטיבה עליונה 5,חלש,160,29,8.0,20.0,12475945.583822673,0.0,10760190.239999995,643645.1799999999,109651.04999999999,962662.3938226819,-203.28,0.0,5.0
270249,יד חרוצים,תשעה,צפון,טבריה,67009,יהודי,חרדי,מוכר,עליונה בלבד,רגיל,נוער בסיכון,חלש,107,0,5.0,21.4,4743861.988969682,0.0,3194237.820000001,736.98,29090.2,1495982.3689696803,23814.62,0.0,
270280,ישיבת בר יוחאי,תשעה,צפון,מרום הגליל,200000,יהודי,ממלכתי דתי,מוכר,עליונה בלבד,רגיל,חטיבה עליונה 3,בינוני,338,0,15.0,22.533333333333335,14736130.557620613,0.0,13577222.580000002,222301.36000000002,231550.16000000003,654101.0176206117,50955.44,0.0,3.0
270298,מדעים ואמנויות,תשעה,צפון,נהריה,91009,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",רגיל,חטיבה ביניים 3 חטיבה עליונה 3,בינוני,1167,42,40.0,29.175,27479782.170055043,11774450.760000002,12683137.18,2054191.81,195422.35000000003,516440.85005504143,-9260.880000000001,192.70000000000002,3.0
270470,מרכז חינוך אורט,תשעה,צפון,בית שאן,92007,יהודי,ממלכתי,מוכר,עליונה בלבד,רגיל,נוער בסיכון,חלש,126,0,6.0,21.0,4808832.8098492175,0.0,4713112.600000001,1147.87,12047.0,83073.57984921781,-548.24,0.0,
270538,מכללה אזורית ע.הירדן,תשעה,צפון,עמק הירדן,600000,יהודי,ממלכתי,מוכר,עליונה בלבד,רגיל,חטיבה עליונה 4,חלש - בינוני,171,0,7.0,24.428571428571427,3483450.039148972,0.0,3441975.25,0.0,9824.5,32945.64914897131,-1295.36,0.0,4.0
270801,בית חנה,תשעה,צפון,צפת,80002,יהודי,ממלכתי דתי,רשמי,"חט""ב ועליונה",רגיל,חטיבה ביניים 4 חטיבה עליונה 4,חלש - בינוני,367,8,14.0,26.214285714285715,10282810.166392192,3576862.3181999996,5899412.61,410316.03,188981.58,144965.9881921919,-2618.36,63.67,4.0
271015,מכללת אורט בראודה,תשעה,צפון,כרמיאל,11395,יהודי,ממלכתי,מוכר,עליונה בלבד,רגיל,חטיבה עליונה 3,בינוני,263,0,9.0,29.22222222222222,4664406.476761671,0.0,4610035.01,0.0,32611.949999999997,23799.3567616694,-2039.84,0.0,3.0
273086,"בית יעקב רמב""ש",תשעה,ירושלים,בית שמש,26104,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,345,0,15.0,23.0,4978934.1267382875,0.0,0.0,383105.76,40208.0,3088.286738287963,-2123.52,0.0,4.0
277012,דון בוסקו,תשעה,צפון,נצרת,73007,ערבי,ממלכתי,מוכר,עליונה בלבד,רגיל,חטיבה עליונה 4,חלש - בינוני,217,0,11.0,19.727272727272727,3688996.565809675,0.0,3559608.12,1307.66,64987.520000000004,64414.225809674805,-1320.96,0.0,4.0
277020,על יסודי משהד,תשעה,צפון,משהד,5207,ערבי,ממלכתי,מוכר,עליונה בלבד,רגיל,נוער בסיכון,חלש,290,0,14.0,20.714285714285715,12451034.260409698,0.0,12058711.620000001,906.55,105404.7,287614.6304096965,-1603.24,0.0,
278010,אורט ישראל נצרת,תשעה,צפון,נצרת,73007,ערבי,ממלכתי,מוכר,עליונה בלבד,רגיל,חטיבה עליונה 5,חלש,691,0,31.0,22.29032258064516,15882808.634205734,0.0,15306092.03,1232.65,173464.6,404682.39420572954,-2663.04,0.0,5.0
278028,מקיף ערבי,תשעה,צפון,עכו,76000,ערבי,ממלכתי,רשמי,"חט""ב ועליונה",רגיל,חטיבה ביניים 5 חטיבה עליונה 5,חלש,1004,43,39.0,25.743589743589745,25044948.06997782,9799186.8535,13025122.840000002,1394121.13,125093.20999999999,534254.4764778295,-4918.719999999999,182.61999999999998,5.0
278044,"טכנולוגי נעמ""ת שפרעם",תשעה,צפון,שפרעם,88005,ערבי,ממלכתי,מוכר,עליונה בלבד,רגיל,נוער בסיכון,חלש,109,0,6.0,18.166666666666668,2853045.9075852092,0.0,2785791.46,1082.65,25956.64,40617.71758520865,-402.56,0.0,
278051,טכנולוגי נעמת ע.מאהל,תשעה,צפון,עין מאה'ל,5322,ערבי,ממלכתי,מוכר,עליונה בלבד,רגיל,נוער בסיכון,חלש,93,0,5.0,18.6,2576269.1296955277,0.0,2506012.1500000004,1102.21,38548.68000000001,31109.2896955266,-503.2,0.0,
278176,"טכנולוגי נעמ""ת נחף",תשעה,צפון,נחף,5223,ערבי,ממלכתי,מוכר,עליונה בלבד,רגיל,נוער בסיכון,חלש,96,0,6.0,16.0,2082031.7898213034,0.0,1951915.5599999996,746.76,21955.100000000002,107776.7698213031,-362.4,0.0,
278184,מרכז חינוך טכנ' נעמת,תשעה,צפון,נצרת,73007,ערבי,ממלכתי,מוכר,עליונה בלבד,רגיל,נוער בסיכון,חלש,336,0,18.0,18.666666666666668,10462093.064968862,0.0,10280388.120000001,1082.65,108875.48,73024.81496885885,-1278.0,0.0,
278234,טכלולוגי נעמת אלכרום,תשעה,צפון,מג'ד אל-כרום,5165,ערבי,ממלכתי,מוכר,עליונה בלבד,רגיל,נוער בסיכון,חלש,134,0,6.0,22.333333333333332,3469797.6702188123,0.0,3398461.8600000003,906.55,33293.72,37683.860218812755,-548.32,0.0,
278267,"טכנולוגי נעמ""ת",תשעה,צפון,ג'דיידה-מכר,12922,ערבי,ממלכתי,מוכר,עליונה בלבד,רגיל,נוער בסיכון,חלש,92,0,6.0,15.333333333333334,1683625.8245699098,0.0,1649040.12,906.55,10618.199999999999,23436.43456990866,-375.48,0.0,
278275,"ב""ס טכנולוגי נעמת",תשעה,צפון,טמרה,89003,ערבי,ממלכתי,מוכר,עליונה בלבד,רגיל,נוער בסיכון,חלש,105,0,6.0,17.5,2266795.905585437,0.0,2213640.5500000003,1213.09,11332.2,41059.98558543713,-449.92,0.0,
278283,תיכון אלביאן סח'נין,תשעה,צפון,סח'נין,75002,ערבי,ממלכתי,מוכר,עליונה בלבד,רגיל,חטיבה עליונה 4,חלש - בינוני,482,0,16.0,30.125,8829634.951309202,0.0,8604422.270000001,1382.66,102241.29999999999,124252.1613091983,-2663.44,0.0,4.0
280016,נוה עמיאל,תשעה,צפון,עמק יזרעאל,900000,יהודי,ממלכתי דתי,מוכר,עליונה בלבד,רגיל,נוער בסיכון,חלש,76,0,4.0,19.0,5137981.413413916,0.0,4286316.2200000025,386775.43,22335.050000000003,431943.07341391384,10611.64,0.0,
280032,כפר נוער ניר העמק,תשעה,צפון,עפולה,77008,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",רגיל,חטיבה ביניים 4 חטיבה עליונה 4,חלש - בינוני,1064,0,38.0,28.0,29590930.648055006,7518563.8863,17045058.009999994,1714302.1600000004,241014.09999999998,1084402.5917550065,177288.68,144.0975,4.0
280057,מקיף חקלאי נהלל,תשעה,צפון,עמק יזרעאל,900000,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",רגיל,חטיבה ביניים 1 חטיבה עליונה 1,חזק,1462,0,47.0,31.106382978723403,32717105.323468104,7984092.530700002,19407198.14,2043871.2200000002,284004.76,1027632.0827681024,139435.24,144.16666666666669,1.0
280065,מקיף חקלאי כדורי,תשעה,צפון,הגליל התחתון,300000,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",רגיל,חטיבה ביניים 2 חטיבה עליונה 3,בינוני,1489,94,52.0,28.634615384615383,44795606.53175442,1332580.9519,24867963.979999993,2189077.3200000003,262622.23,14014534.719854418,-15622.880000000001,23.990000000000002,3.0
280115,מקיף אנה פרנק,תשעה,צפון,הגליל העליון,100000,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",רגיל,חטיבה ביניים 3 חטיבה עליונה 2,בינוני,394,8,15.0,26.266666666666666,11205073.929336017,3772978.2218000004,6059363.290000001,497933.07999999996,120547.75,72419.56753601725,29687.52,61.97,2.0
282350,"ת""ת קהל חסידים אלעד",תשעה,מרכז,אלעד,13094,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,299,0,13.0,23.0,1172160.7483815239,0.0,0.0,0.0,5099.16,6240.508583894808,-3301.84,0.0,2.0
284026,סמינר בית חינוך,תשעה,ירושלים,מודיעין עילית,37978,יהודי,חרדי,מוכר,עליונה בלבד,רגיל,חטיבה עליונה 5,חלש,351,0,9.0,39.0,3978571.0936456015,0.0,3783736.4999999995,0.0,177684.27000000002,19233.523645601763,-2083.2,0.0,5.0
284042,"ב""י חסידי אידיש",תשעה,ירושלים,ביתר עילית,37804,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 3,בינוני,363,0,16.0,22.6875,1443089.9004295096,0.0,0.0,0.0,6224.68,4991.90824161322,-2628.12,0.0,3.0
284075,מדרסת דאר אלמערפה,תשעה,ירושלים,ירושלים,30007,ערבי,ממלכתי,מוכר,יסודי בלבד,רגיל,יסודי 5,חלש,2071,0,55.0,37.654545454545456,9034000.103426006,0.0,0.0,0.0,8959152.159999998,81702.34342600513,-6854.4,0.0,5.0
284083,מדרסת דאר אלמערפה,תשעה,ירושלים,ירושלים,30007,ערבי,ממלכתי,מוכר,עליונה בלבד,רגיל,חטיבה עליונה 5,חלש,1347,0,46.0,29.282608695652176,13610089.981815295,0.0,13180734.53,0.0,307008.66000000003,127538.95181529525,-5192.16,0.0,5.0
284091,בית יעקב ביתר,תשעה,ירושלים,ביתר עילית,37804,יהודי,חרדי,מוכר,עליונה בלבד,רגיל,חטיבה עליונה 3,בינוני,464,0,12.0,38.666666666666664,6178321.0569687635,0.0,5967982.52,0.0,171306.16,42862.77696876395,-3830.4,0.0,3.0
284307,משכן חיים,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,תרבותי-ייחודי,עליונה בלבד,רגיל,חטיבה עליונה 3,בינוני,80,0,3.0,26.666666666666668,579275.2705787639,0.0,577024.66,0.0,1409.4,1487.610578763821,-646.4,0.0,3.0
288019,תיכון חק' טכ' ראמה,תשעה,צפון,ראמה,5439,ערבי,ממלכתי,מוכר,עליונה בלבד,רגיל,חטיבה עליונה 5,חלש,433,0,16.0,27.0625,11004248.376302013,0.0,10552804.790000008,26342.78,71007.31999999999,330976.086302002,23117.4,0.0,5.0
288027,"ת""ת יקירי ירושלים",תשעה,ירושלים,בית שמש,26104,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 3,בינוני,196,0,8.0,21.77777777777778,801566.4646491881,0.0,0.0,0.0,3249.3999999999996,2960.9357742112916,-1801.8,0.0,3.0
288076,"ת""ת נפש החיים",תשעה,ירושלים,ביתר עילית,37804,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,322,0,14.0,23.0,2301699.8101442386,0.0,0.0,0.0,2300846.2800000007,2372.0101442381715,-1518.48,0.0,4.0
288084,"בי""ס אמירה בסמה",תשעה,ירושלים,ירושלים,30007,ערבי,ממלכתי,מוכר,עליונה בלבד,רגיל,חטיבה עליונה 4,חלש - בינוני,129,0,4.0,32.25,1599547.0381898629,0.0,1545123.7999999998,0.0,36699.020000000004,18498.618189862587,-774.4,0.0,4.0
288100,חזון ישעיה,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,182,0,7.5,22.75,2158754.244517274,0.0,0.0,204289.84000000003,16432.5,1831.2445172742896,-1134.88,0.0,4.0
288126,תפארת יוחנן,תשעה,ירושלים,ביתר עילית,37804,יהודי,חרדי,תרבותי-ייחודי,עליונה בלבד,רגיל,חטיבה עליונה 4,חלש - בינוני,122,0,4.0,30.5,877157.1887659411,0.0,874663.9500000004,0.0,2028.72,1218.4787659406002,-753.96,0.0,4.0
288134,נהרדעא,תשעה,מרכז,גני תקווה,2295,יהודי,חרדי,מוכר,עליונה בלבד,רגיל,חטיבה עליונה 1,חזק,62,0,4.0,15.5,934370.3529389426,0.0,928263.3799999999,1248.96,4289.2,1491.1329389426307,-922.32,0.0,1.0
288159,ישיבת בניין אב,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,תרבותי-ייחודי,עליונה בלבד,רגיל,חטיבה עליונה 3,בינוני,85,0,4.0,21.25,533512.9156206726,0.0,518664.3399999999,0.0,1622.88,13922.295620672674,-696.6,0.0,3.0
288167,אור שערים-קרלין סטול,תשעה,ירושלים,מודיעין עילית,37978,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,250,0,12.0,20.833333333333332,1824249.6239318317,0.0,0.0,0.0,1712736.23,113047.91393183186,-1534.52,0.0,4.0
288175,יסודי אבן רושד,תשעה,צפון,עראבה,5314,ערבי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,245,8,11.0,22.272727272727273,4164259.2559604887,3714360.3438,0.0,393980.1499999999,25644.61,31371.552160489657,-1097.4,80.94999999999999,5.0
288191,ביס יסודי,תשעה,צפון,ביר אל-מכסור,9985,בדואי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,395,7,15.0,26.333333333333332,6915345.9363726545,6119265.832599999,0.0,692642.55,43127.97,62172.623772654784,-1863.04,138.84,5.0
288209,"חט""ב אלמותנבי",תשעה,צפון,טמרה,89003,ערבי,ממלכתי,רשמי,"חט""ב בלבד",רגיל,חטיבה ביניים 5,חלש,252,0,10.0,25.2,5030002.379807754,4404997.4492999995,0.0,566996.48,21853.170000000002,37368.00050775444,-1212.72,78.21,5.0
310011,גימס רוטשילד,תשעה,חיפה,אור עקיבא,10207,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,283,6,11.0,25.727272727272727,4964333.522651696,4470150.6188,0.0,450857.24000000017,16366.96,29166.103851696007,-2207.4,101.6,3.0
310029,רבי עקיבא,תשעה,חיפה,אור עקיבא,10207,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,257,18,11.0,23.363636363636363,5867612.2968847,5208504.532400001,0.0,532332.8899999999,18970.06,109816.73448469855,-2011.92,113.36,4.0
310078,אשכולות,תשעה,חיפה,בנימינה גבעת עדה,13524,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 1,חזק,599,0,18.0,33.27777777777778,6746444.105686095,6066426.8038,0.0,691688.6300000001,-43413.689999999995,41151.081886094245,-9408.72,146.94,1.0
310086,הנדיב,תשעה,חיפה,בנימינה גבעת עדה,13524,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,156,0,6.0,26.0,2441823.951903534,2147351.3116,0.0,229740.53999999995,-15143.480000000001,81639.58030353418,-1764.0,44.99,2.0
310128,גבע- גבעת עדה,תשעה,חיפה,בנימינה גבעת עדה,13524,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 1,חזק,547,0,17.0,32.1764705882353,6415751.903759067,5701094.7272,0.0,627451.9600000001,15181.220000000003,79959.19655906652,-7935.2,130.56,1.0
310177,נילי,תשעה,חיפה,זכרון יעקב,93005,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 1,חזק,732,7,24.0,30.5,8897711.972215744,7971683.870800001,0.0,827853.71,57528.0,52024.191415744666,-11377.8,184.82,1.0
310193,יעבץ,תשעה,חיפה,זכרון יעקב,93005,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,278,0,11.0,25.272727272727273,4474304.842790555,4002868.689720792,0.0,329124.37999999995,24672.8,120618.69306976382,-2979.72,95.91,2.0
310219,השחף,תשעה,חיפה,חדרה,65003,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,282,29,12.0,23.5,5657007.875748142,4876600.3264,0.0,524614.72,-67321.09999999999,324919.52934814367,-1805.6,102.80000000000001,4.0
310227,אחד העם,תשעה,חיפה,חדרה,65003,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,338,37,12.0,28.166666666666668,8702039.517501138,6857891.1906,0.0,1262706.93,45941.78999999998,236943.92690113993,-2504.8,156.53,4.0
310235,ארלוזורוב,תשעה,חיפה,חדרה,65003,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,602,31,18.0,33.44444444444444,8135117.49738236,7008155.059,0.0,888744.49,439.1099999999933,244202.83838235913,-6424.0,168.58,2.0
310250,ניצנים,תשעה,חיפה,חדרה,65003,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,579,21,19.0,30.473684210526315,7990767.119797375,6683747.593400001,0.0,802597.94,-129425.63999999998,639671.2263973742,-5824.0,154.83,2.0
310268,גבעול,תשעה,חיפה,חדרה,65003,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,219,12,9.0,24.333333333333332,3849037.7039454267,3498147.8663,0.0,315221.0,24591.449999999997,13170.34764542676,-2092.96,76.68,3.0
310276,צפרירים,תשעה,חיפה,חדרה,65003,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,579,10,18.0,32.166666666666664,7946776.4824165255,6713910.856930693,0.0,840034.58,-83409.27999999998,483439.32548583375,-7199.0,159.64,2.0
310284,קפלן,תשעה,חיפה,חדרה,65003,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,635,0,18.0,35.27777777777778,7522112.322378012,6407571.200489108,0.0,715605.2799999999,-101985.25,507876.2918889029,-6955.2,150.39,2.0
310300,מוריה,תשעה,חיפה,חדרה,65003,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,302,27,13.0,23.23076923076923,5841859.149807979,5053705.8906,0.0,546962.52,-71013.98000000001,314613.11920797976,-2408.4,114.05999999999999,4.0
310318,יבנה,תשעה,חיפה,חדרה,65003,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,183,0,7.0,26.142857142857142,3164573.7922032615,2795456.446,0.0,211150.74,-83969.28,242966.92620326183,-1031.04,60.6,4.0
310334,פאר עם,תשעה,חיפה,חדרה,65003,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,63,0,3.0,12.6,1984267.5861461456,1855014.8354,0.0,82323.56,5772.85,41569.14074614577,-412.8,38.72,3.0
310342,שילה,תשעה,חיפה,חדרה,65003,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,313,0,13.0,24.076923076923077,4883775.414295361,4397418.4242,0.0,359918.14,-20798.72000000001,149899.97009536193,-2662.4,87.54,4.0
310359,תחכמוני,תשעה,חיפה,חדרה,65003,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,354,8,12.0,29.5,5351314.949746284,4623945.8066,0.0,478962.71,-58738.09,310239.0831462842,-3094.56,103.54,3.0
310375,אחוזה,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 1,חזק,493,24,16.0,30.8125,6786208.149314617,6035736.1668,0.0,683483.6799999999,42849.08,31012.342514617616,-6873.12,140.8,1.0
310383,אילנות,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,396,0,13.0,30.46153846153846,5048460.420811465,4569254.268199999,0.0,430741.04,32276.0,20988.63261146622,-4799.52,107.19,2.0
310391,ארלוזורוב,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,826,0,25.0,33.04,9537605.854697295,8539165.3462,0.0,888929.1299999999,71303.5,46471.55849729641,-8263.68,202.66,2.0
310458,גורדון,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,277,0,11.0,25.181818181818183,4104131.3259807983,3708194.2280000006,0.0,347568.83,26290.81,23945.697980797675,-1868.24,90.4,3.0
310466,דגניה,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,184,31,6.0,30.666666666666668,4133219.9181896737,3570419.3128,0.0,497432.17000000004,42568.700000000004,23653.175389673455,-853.44,77.14,5.0
310474,דוד ילין,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,422,0,14.0,30.142857142857142,5866722.517779298,5353925.357,0.0,456157.84,35656.4,24896.76077929903,-3913.84,121.72000000000001,3.0
310482,דרור,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,275,8,12.0,22.916666666666668,5075597.623278473,4497723.761,0.0,424234.25,-2570.5600000000013,157277.77227847322,-1067.6,115.98,5.0
310490,הבונים,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,458,33,15.0,30.533333333333335,8106403.223598956,6835075.3792,0.0,967705.3200000001,127731.34,40600.024398957765,-5690.52,155.39999999999998,2.0
310516,הריאלי העברי חיפה,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,מוכר,יסודי בלבד,רגיל,יסודי 1,חזק,791,0,24.0,32.958333333333336,4650224.787960669,0.0,0.0,0.0,4579835.8100000005,82932.97796066813,-12544.0,0.0,1.0
310524,הרצל,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,615,0,20.0,30.75,7440972.055364291,6670714.1232,0.0,706954.73,48924.65,21869.112164290753,-7490.56,158.42000000000002,2.0
310557,טשרניחובסקי,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,346,21,13.0,26.615384615384617,7310066.363268258,5947566.0261,0.0,850494.7799999999,232874.88999999998,81067.6671682576,-3299.28,132.25,3.0
310565,יבניאלי,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,152,9,6.0,25.333333333333332,3111701.656195903,2826572.2948,0.0,239035.30000000002,19269.39,27372.351395903293,-547.68,63.24,5.0
310607,ליאו בק,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,412,15,16.0,25.75,6901880.708721668,6052575.6524,0.0,581812.48,-24494.440000000002,290364.2163216705,-1185.6,136.70000000000002,5.0
310623,מגינים,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,597,26,20.0,29.85,8696395.638323244,7672857.428661386,0.0,927793.1699999999,71283.25,29141.549661857527,-4679.76,175.98000000000002,3.0
310672,נירים,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,120,0,5.5,20.0,2540184.134762587,2354975.503,0.0,154092.33,18600.0,12903.181762586622,-386.88,49.809999999999995,5.0
310698,עין הים,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,281,14,12.0,23.416666666666668,6833250.617172535,5477666.8822,0.0,831438.8200000001,203809.21000000002,114853.1649725342,-1917.8,117.56,4.0
310706,עליה,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,113,0,4.5,18.833333333333332,2228540.485863371,2079007.6004,0.0,128509.21000000002,10743.48,10750.835463370458,-470.64,45.47,5.0
310755,רמות,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,300,34,12.0,25.0,5463211.794301569,4890624.716600001,0.0,534158.5,13362.440000000002,27112.25770157041,-2046.12,107.66,4.0
310771,שלוה,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,145,37,6.0,24.166666666666668,4653015.164214537,3841587.8849,0.0,540514.63,44708.57,178930.7993145367,-750.36,83.1,5.0
310789,תל חי,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,502,0,17.0,29.529411764705884,6698228.2068368085,6076003.164799999,0.0,543219.34,43923.18,37830.02203680769,-3449.6,132.92000000000002,4.0
310797,אהרון הראה,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,316,41,12.0,26.333333333333332,5511995.470631106,4806813.215600001,0.0,504229.4700000001,5719.279999999999,155598.66503110647,-2491.16,101.67,3.0
310847,כרמל-נתיב אליעזר,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,171,0,6.0,28.5,2828220.1842760495,2499085.8564,0.0,191758.43999999997,22980.55,115785.25787604958,-1389.92,58.0,3.0
310854,מוריה,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,263,0,12.0,21.916666666666668,4610522.680422188,4139722.7623999994,0.0,287010.01,33396.950000000004,153058.558022188,-2665.6,88.23,2.0
310870,רמבם,תשעה,חיפה,חיפה,40006,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,302,0,12.0,25.166666666666668,5162466.775684825,4593484.600000001,0.0,327344.51999999996,-391.7299999999959,244277.2256848243,-2247.84,97.15,3.0
310896,יגאל אלון,תשעה,חיפה,טירת כרמל,21006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,345,22,13.0,26.53846153846154,6936146.265662303,5756659.9652,0.0,683363.3500000001,-108689.96,606842.9104623039,-2030.0,128.76,5.0
310904,עליזה ארבילי-דגניה,תשעה,חיפה,טירת כרמל,21006,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,393,13,14.0,28.071428571428573,6924200.135871112,5732398.1822,0.0,647968.8500000001,-139070.08000000005,685346.1836711145,-2443.0,121.61,5.0
310979,גורדון,תשעה,חיפה,קרית אתא,68007,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,500,7,17.0,29.41176470588235,6796458.036420572,5980387.0778,0.0,629468.8899999999,10606.489999999998,179373.49862057177,-3377.92,140.07999999999998,4.0
311001,פינסקר,תשעה,חיפה,קרית אתא,68007,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,326,29,13.0,25.076923076923077,5652088.212584253,4879194.576516831,0.0,563459.04,-39584.34,250908.93606742306,-1890.0,105.69,4.0
